荧光分子摩根,溶剂摩根,λabs (nm)
0000000000000000000000000100110001000000000000000000000000000000100000000000000010001000001000100000001000000000000000000000000000000000000000000001100000010000000000000000000100000000000000000100000000000000000010100000000000000000000000000000000001000000000000000000000000010000000000000100011000000000000000000001000000100000000001010000000000000000010010000010000100000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000001000010000000000000000000000000000010000000000000000000000000000000000000000000100000000000000100000010000000100000000000000000000000000000000000110010000000000000001000100100001000000000000000001010000000000000000000000000000000000000000000000010000000100001000000000000000000000010000100000000000001000000000000010000000001010010000000000000010000000000100001000010000000000000000000010000000000000000000000000000000000001000000010000000010000000000000000000100000000000001,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,676.0
0000000000000000000000000000000001000000000001000000000000000010000000000000000000001000010000000000000000000000010000000100001000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000010000000000000000000000100000000000000000000000000000100010000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000100000000000000100000000000000000000000100000000000000000000000010000000000000010000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000001000011000000000000000000010100000000000000000000010000000000000010000000000000000000000100000001000000000000000000010000000000000100000000001000000000100100000000010000001100000000000000000000000000000000000010100000001000000000000000000000000010000000000000000000000000000100001000000000000000000000000010000000000101000000000000000000000000000000000000000000000000000010100000000010000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,670.0
0000000000000001100000000000000001000000000001000000000000000010000000000000000000001000000000010000000000000000001000000000000000000000110000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000010000000010000000000000000000000000000000100000000000000000010000000000000000000001000100000000000001000000000000000100000000000000000000000000000000000000000000010011000000000000000000000000000000000000000010000000000000001000000000000000000000000010000000010000000000000000000000000000000100000000000000000000100000000010001001000001000000000000010000000000000000000000100000001000000000001000000000000000000000000000000000000000000100000000000010000000000000010000000000000001000001000000000100000001000000000000000000000000010000000001000000000010000000100001000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000100000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,731.0
0000000000000000100000000000010001000000000010000000000000000000000000000000000100001000000100010000000000010000001000000000000000000000100000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000100000000000000100000000000000000001000000000000010000000000000000000000000000000000000000000000000010000000010000000000001000010000000000000000000000000000100000000000000000000000000000000000000000000000011001000000000000000000000100000000000000010000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000100000000010001001000000000000000000010000000000000000000000100000001010000000001000000000000000000000000000000000011000000100000000000010000000000000010000000000000001000001000000000100010001000000000000000000000000011000000001000000000010000000100001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,720.0
0000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000010000001000000000000000010000100001000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000010000100000000001000100000000001010000001000000000000010000000000000000000000000000000000000000000000000000000000010000000000001000010000000000000000000000000000100000000000000000000000000000000000100000000000010000000000000000000000000100000000000000010000000000000000000000000000000000000000011000000100100000000000000000000000000000000000000000000000000100000000000000001000000000000000000010000000000000000000000100000001010000000000000000000000000001000000000000000001000000100000000000010000000001000010000000000000000000001000000000100000001000000000000000001000000001000000000000000000010000000100001000000000000000000000000010000000000000000010000000000000000000000000000000000000100000000000000000100000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,766.0
0100000000000001000000000010000001000000000000000000000000000000100100000000000000001000001000000000000000000000000000000100000000000000000000000000100000000000000000000000000100010000000000000000000000000000000000000000000100000000100001000000000000000000000000000000000000000000000100000000010000000000000010100000000000000000000001000000000000010000000010000000000000000000000000000000000000000000000000000000100010000000000000000000000000000100000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000010000001000010000010000000000000000000000000000000000000100010000001000000000000000000000001000000000000000000100000100000000000010000000000000000000000100000000000000000000000000000001000000000000000000000100000000000000010000000001000000000000000000010000000000010000000000000000100000000000000000000000001000001000000000000000000000000000000000000000000000000100001000000000001000000000000010000000000000000000000001000000000000000000000000000000000000000010000000000000000001000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,723.0
0100000000000001000000000010000001000000000000000000000000000000100100000000000000001000001000000000000000000000000000000100000000000000000000000000100000000000000000000000000100010000000000000000000000000000000000000000000100000000100001000000000000000000000000000000000000000000000100000000010000000000000010100000000000000000000001000000000000010000000010000000000000000000000000000000000000000000000000000000100010000000000000000000000000000100000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000010000001000010000010000000000000000000000000000000000000100010000001000000000000000000000001000000000000000000100000100000000000010000000000000000000000100000000000000000000000000000001000000000000000000000100000000000000010000000001000000000000000000010000000000010000000000000000100000000000000000000000001000001000000000000000000000000000000000000000000000000100001000000000001000000000000010000000000000000000000001000000000000000000000000000000000000000010000000000000000001000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,727.0
0100000000000001000000000010000001000000000000000000000000000000100100000000000000001000001000000000000000000000000000000100000000000000000000000000100000000000000000000000000100010000000000000000000000000000000000000000000100000000100001000000000000000000000000000000000000000000000100000000010000000000000010100000000000000000000001000000000000010000000010000000000000000000000000000000000000000000000000000000100010000000000000000000000000000100000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000010000001000010000010000000000000000000000000000000000000100010000001000000000000000000000001000000000000000000100000100000000000010000000000000000000000100000000000000000000000000000001000000000000000000000100000000000000010000000001000000000000000000010000000000010000000000000000100000000000000000000000001000001000000000000000000000000000000000000000000000000100001000000000001000000000000010000000000000000000000001000000000000000000000000000000000000000010000000000000000001000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,729.0
0001000000000000000000000000000001010000000000000000010010000000000000000000000010001000000000000000000000000000000000000001000000001000000000000000100000000000001000010000000000000100000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000100000000000000100010100000000000000000001000000000000000010010000000000000000000000000110000000000000001000101000000000000000100000000000000100000000000000000000010001000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000100000100000000000010000000000000000000000000010000000000000010000000000000000000000000000100000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000100001000000000000000010000000010000000000000000000000000010000000000100000000000000000000000000000000000010000000011000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,758.0
0000000000000100001000000000000001000000100000000000010000000000000000000000000010001000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000111000000000000000000000000000000000000001000000000000000000100010100000000000000100000000010000000000010110000000000000000000000000110000000000000001000101000000000000000100000000000000000000000000000001000000000000000000000000000001000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000010000000000000000000000000010000000000110010000000000000000000000000000100000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000010000010000001001000000000000000000100001000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000010000000001000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,692.0
